DEPT,Region,FOL,Question,Answer,Count,WTPS_Sum
Public Services and Procurement Canada,National Capital Region,English,MAN_60A,Somewhat disagree,8,16.0885
Public Services and Procurement Canada,National Capital Region,English,MAN_60A,Strongly disagree,7,14.4746
Public Services and Procurement Canada,National Capital Region,English,MAN_60A,Unable to assess,18,36.1375
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Strongly agree,188,382.9874
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Somewhat agree,117,241.4535
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Neither agree nor disagree,16,32.7726
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Somewhat disagree,7,14.4536
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Strongly disagree,10,21.6654
Public Services and Procurement Canada,National Capital Region,French,MAN_60A,Unable to assess,16,34.7295
Public Services and Procurement Canada,National Capital Region,Not stated,MAN_60A,Strongly agree,1,2.1422
Public Services and Procurement Canada,National Capital Region,Not stated,MAN_60A,Somewhat agree,1,1.9432
Public Services and Procurement Canada,National Capital Region,Not stated,MAN_60A,Unable to assess,1,2.0092
Public Services and Procurement Canada,Outside of Canada,English,MAN_60A,Somewhat agree,1,1.7721
Statistics Canada,Atlantic,English,MAN_60A,Strongly agree,2,3.7999
Statistics Canada,Atlantic,English,MAN_60A,Somewhat agree,2,3.4258
Statistics Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,1.4862
Statistics Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,8,13.6733
Statistics Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,2,3.4785
Statistics Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,6,10.4335
Statistics Canada,Ontario (excluding the National Capital Region),French,MAN_60A,Somewhat agree,2,3.4785
Statistics Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,7,12.1871
Statistics Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat agree,4,7.0484
Statistics Canada,"British Columbia, Yukon",English,MAN_60A,Strongly agree,3,5.2231
Statistics Canada,National Capital Region,English,MAN_60A,Strongly agree,124,217.3918
Statistics Canada,National Capital Region,English,MAN_60A,Somewhat agree,41,72.372
Statistics Canada,National Capital Region,English,MAN_60A,Neither agree nor disagree,6,10.2124
Statistics Canada,National Capital Region,English,MAN_60A,Somewhat disagree,7,11.9903
Statistics Canada,National Capital Region,English,MAN_60A,Strongly disagree,5,8.3554
Statistics Canada,National Capital Region,English,MAN_60A,Unable to assess,9,15.4856
Statistics Canada,National Capital Region,French,MAN_60A,Strongly agree,114,198.1654
Statistics Canada,National Capital Region,French,MAN_60A,Somewhat agree,45,78.586
Statistics Canada,National Capital Region,French,MAN_60A,Neither agree nor disagree,7,11.9903
Statistics Canada,National Capital Region,French,MAN_60A,Somewhat disagree,1,1.934
Statistics Canada,National Capital Region,French,MAN_60A,Strongly disagree,3,4.9985
Statistics Canada,National Capital Region,French,MAN_60A,Unable to assess,5,8.9227
Statistics Canada,National Capital Region,Not stated,MAN_60A,Strongly disagree,1,1.5038
Statistics Canada,Not stated,English,MAN_60A,Strongly agree,1,1.4286
Agriculture and Agri-Food Canada,Atlantic,English,MAN_60A,Strongly agree,12,26.169
Agriculture and Agri-Food Canada,Atlantic,English,MAN_60A,Somewhat agree,2,4.3514
Agriculture and Agri-Food Canada,Atlantic,English,MAN_60A,Neither agree nor disagree,1,4.4161
Agriculture and Agri-Food Canada,Atlantic,English,MAN_60A,Unable to assess,2,4.3514
Agriculture and Agri-Food Canada,Atlantic,French,MAN_60A,Strongly agree,4,8.9105
Agriculture and Agri-Food Canada,Atlantic,Not stated,MAN_60A,Somewhat agree,1,2.1757
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,1,2.1757
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),English,MAN_60A,Neither agree nor disagree,1,2.1111
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,9,17.5443
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,10,26.4776
Agriculture and Agri-Food Canada,Quebec (excluding the National Capital Region),French,MAN_60A,Unable to assess,2,3.9657
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,14,30.3315
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat agree,4,8.3583
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Strongly disagree,1,4.4161
Agriculture and Agri-Food Canada,Ontario (excluding the National Capital Region),English,MAN_60A,Unable to assess,1,4.4161
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,46,96.5729
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat agree,27,61.5513
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Neither agree nor disagree,4,8.1113
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat disagree,4,10.4358
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly disagree,1,2.1757
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",English,MAN_60A,Unable to assess,5,9.947
Agriculture and Agri-Food Canada,"Prairies, Nunavut, Northwest Territories",French,MAN_60A,Strongly agree,3,7.9002
Agriculture and Agri-Food Canada,"British Columbia, Yukon",English,MAN_60A,Strongly agree,9,19.3633
Agriculture and Agri-Food Canada,"British Columbia, Yukon",English,MAN_60A,Somewhat agree,1,1.9537
Agriculture and Agri-Food Canada,"British Columbia, Yukon",English,MAN_60A,Unable to assess,1,1.8482
Agriculture and Agri-Food Canada,"British Columbia, Yukon",French,MAN_60A,Strongly agree,1,2.1757
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Strongly agree,70,153.0772
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Somewhat agree,25,55.1922
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Neither agree nor disagree,4,8.3273
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Somewhat disagree,3,5.8649
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Strongly disagree,1,2.1364
Agriculture and Agri-Food Canada,National Capital Region,English,MAN_60A,Unable to assess,1,2.1364
Agriculture and Agri-Food Canada,National Capital Region,French,MAN_60A,Strongly agree,33,71.2127
Agriculture and Agri-Food Canada,National Capital Region,French,MAN_60A,Somewhat agree,19,41.3073
Agriculture and Agri-Food Canada,National Capital Region,French,MAN_60A,Neither agree nor disagree,3,6.0211
Agriculture and Agri-Food Canada,National Capital Region,French,MAN_60A,Unable to assess,2,3.9593
Agriculture and Agri-Food Canada,National Capital Region,Not stated,MAN_60A,Somewhat agree,1,2.9875
Agriculture and Agri-Food Canada,National Capital Region,Not stated,MAN_60A,Neither agree nor disagree,1,1.5429
"Innovation, Science and Economic Development Canada",Atlantic,English,MAN_60A,Somewhat agree,1,2.9875
"Innovation, Science and Economic Development Canada",Atlantic,French,MAN_60A,Strongly agree,1,1.5547
"Innovation, Science and Economic Development Canada",Atlantic,French,MAN_60A,Somewhat agree,1,2.1236
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),English,MAN_60A,Strongly agree,1,1.5547
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),French,MAN_60A,Strongly agree,2,3.5471
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),French,MAN_60A,Somewhat agree,3,6.0969
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),French,MAN_60A,Neither agree nor disagree,1,1.5547
"Innovation, Science and Economic Development Canada",Quebec (excluding the National Capital Region),French,MAN_60A,Unable to assess,1,2.0372
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),English,MAN_60A,Strongly agree,8,16.4959
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),English,MAN_60A,Somewhat disagree,2,4.5422
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),English,MAN_60A,Strongly disagree,1,1.7
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),English,MAN_60A,Unable to assess,1,1.8376
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),French,MAN_60A,Somewhat agree,1,2.0372
"Innovation, Science and Economic Development Canada",Ontario (excluding the National Capital Region),French,MAN_60A,Unable to assess,2,4.0571
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",English,MAN_60A,Strongly agree,6,11.7742
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",English,MAN_60A,Somewhat agree,1,1.9924
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",English,MAN_60A,Unable to assess,1,2.0199
"Innovation, Science and Economic Development Canada","Prairies, Nunavut, Northwest Territories",French,MAN_60A,Strongly agree,2,3.8584
"Innovation, Science and Economic Development Canada","British Columbia, Yukon",English,MAN_60A,Strongly agree,8,17.2553
"Innovation, Science and Economic Development Canada","British Columbia, Yukon",English,MAN_60A,Somewhat agree,3,6.6912
"Innovation, Science and Economic Development Canada",National Capital Region,English,MAN_60A,Strongly agree,78,176.2989
"Innovation, Science and Economic Development Canada",National Capital Region,English,MAN_60A,Somewhat agree,27,63.3467
"Innovation, Science and Economic Development Canada",National Capital Region,English,MAN_60A,Strongly disagree,1,2.3493
"Innovation, Science and Economic Development Canada",National Capital Region,English,MAN_60A,Unable to assess,6,11.5782
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Strongly agree,84,175.4527
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Somewhat agree,47,99.5461
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Neither agree nor disagree,3,6.022
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Somewhat disagree,2,4.3692
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Strongly disagree,4,7.6772
"Innovation, Science and Economic Development Canada",National Capital Region,French,MAN_60A,Unable to assess,9,19.2396
"Innovation, Science and Economic Development Canada",National Capital Region,Not stated,MAN_60A,Strongly agree,1,2.9875
"Innovation, Science and Economic Development Canada",Outside of Canada,English,MAN_60A,Unable to assess,1,2.0037
"Innovation, Science and Economic Development Canada",Not stated,French,MAN_60A,Strongly agree,1,1.7
"Innovation, Science and Economic Development Canada",Not stated,Not stated,MAN_60A,Strongly agree,1,1.6667
Environment and Climate Change Canada,Atlantic,English,MAN_60A,Strongly agree,19,39.9344
Environment and Climate Change Canada,Atlantic,English,MAN_60A,Somewhat agree,1,2.2423
Environment and Climate Change Canada,Atlantic,English,MAN_60A,Neither agree nor disagree,1,2.1333
